,D000,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D011,D012,D013,D014,D015,D016,D017,D018,D019,D020,D021,D022,D023,D024,D025,D026,D027,D028,D029,D030,D031,D032,D033,D034,D035,D036,D037,D038,D039,D040,D041,D042,D043,D044,D045,D046,D047,D048,D049,D050,D051,D052,D053,D054,D055,D056,D057,D058,D059,D060,D061,D062,D063,D064,D065,D066,D067,D068,D069,D070,D071,D072,D073,D074,D075,D076,D077,D078,D079,D080,D081,D082,D083,D084,D085,D086,D087,D088,D089,D090,D091,D092,D093,D094,D095,D096,D097,D098,D099,D100,D101,D102,D103,D104,D105,D106,D107,D108,D109,D110,D111,D112,D113,D114,D115,D116,D117,D118,D119,D120,D121,D122,D123,D124,D125,D126,D127,D128,D129,D130,D131,D132,D133,D134,D135,D136,D137,D138,D139,D140,D141,D142,D143,D144,D145,D146,D147,D148,D149,D150,D151,D152,D153,D154,D155,D156,D157,D158,D159,D160,D161,D162,D163,D164,D165,D166,D167,D168,D169,D170,D171,D172,D173,D174,D175,D176,D177,D178,D179,D180,D181,D182,D183,D184,D185,D186,D187,D188,D189,D190,D191,D192,D193,D194,D195,D196,D197,D198,D199,D200,D201,D202,D203,D204,D205,D206,D207,D208,D209,D210,D211,D212,D213,D214,D215,D216,D217,D218,D219,D220,D221,D222,D223,D224,D225,D226,D227,D228,D229,D230,D231,D232,D233,D234,D235,D236,D237,D238,D239,D240,D241,D242,D243,D244,D245,D246,D247,D248,D249,D250,D251,D252,D253,D254,D255,D256,D257,D258,D259,D260,D261,D262,D263,D264,D265,D266,D267,D268,D269,D270,D271,D272,D273,D274,D275,D276,D277,D278,D279,D280,D281,D282,D283,D284,D285,D286,D287,D288,D289,D290,D291,D292,D293,D294,D295,D296,D297,D298,D299,D300,D301,D302,D303,D304,D305,D306,D307,D308,D309,D310,D311,D312,D313,D314,D315,D316,D317,D318,D319,D320,D321,D322,D323,D324,D325,D326,D327,D328,D329,D330,D331,D332,D333,D334,D335,D336,D337,D338,D339,D340,D341,D342,D343,D344,D345,D346,D347,D348,D349,D350,D351,D352,D353,D354,D355,D356,D357,D358,D359,D360,D361,D362,D363,D364,D365,D366,D367,D368,D369,D370,D371,D372,D373,D374,D375,D376,D377,D378,D379,D380,D381,D382,D383,D384,D385,D386,D387,D388,D389,D390,D391,D392,D393,D394,D395,D396,D397,D398,D399,D400,D401,D402,D403,D404,D405,D406,D407,D408,D409,D410,D411,D412,D413,D414,D415,D416,D417,D418,D419,D420,D421,D422,D423,D424,D425,D426,D427,D428,D429,D430,D431,D432,D433,D434,D435,D436,D437,D438,D439,D440,D441,D442,D443,D444,D445,D446,D447,D448,D449,D450,D451,D452,D453,D454,D455,D456,D457,D458,D459,D460,D461,D462,D463,D464,D465,D466,D467,D468,D469,D470,D471,D472,D473,D474,D475,D476,D477,D478,D479,D480,D481,D482,D483,D484,D485,D486,D487,D488,D489,D490,D491,D492,D493,D494,D495,D496,D497,D498,D499,D500,D501,D502,D503,D504,D505,D506,D507,D508,D509,D510,D511
D122,12,0,67,10,0,22,0,13,14,5,2,344,0,2,1,269,6,13,0,27,204,118,0,0,0,340,0,0,4,1,0,331,2,10,1,23,0,0,10,0,0,1,183,0,8,15,0,20,118,214,212,0,12,16,0,49,79,8,0,0,5,78,0,0,0,0,1,63,1,13,0,0,0,2,7,0,0,61,6,0,20,1,129,0,12,1,0,0,0,563,257,0,25,22,0,0,12,0,113,0,3,145,2,42,48,1072,292,0,1,4,0,0,18,251,73,58,6,1,0,581,0,0,2165,0,426,1,11,13,37,0,112,281,148,2,0,0,3,0,579,6,61,287,92,227,80,1,0,8,231,40,1,8,1,3,59,9,8,156,1,14,3,174,1,1006,128,4,0,75,262,0,2,795,2,3,15,166,2,27,326,338,273,204,32,19,17,0,627,0,14,2,19,3,16,4,3,64,5,0,10,7,0,2,3,22,0,0,0,15,14,17,13,0,211,132,5,6,169,10,12,3,0,152,0,106,36,0,0,0,1,0,0,1,9,51,1,19,224,0,0,0,14,0,0,0,0,448,37,3,2,0,88,12,117,0,0,1,7,2,0,0,0,13,0,6,7,44,119,345,13,252,123,4,14,0,19,0,1,0,288,112,0,15,18,1,386,10,0,7,0,162,4,0,128,244,50,41,0,0,166,5,48,15,0,53,2,91,3,3,47,0,9,18,1,16,1,45,37,37,206,131,0,6,9,0,8,541,7,1,3,744,0,5,60,88,0,367,831,528,1,7,0,69,348,25,18,7,1,0,17,4,12,0,3,29,44,0,233,2,5,29,1,280,5,1,51,0,20,0,5,26,1,0,544,23,1,165,0,1,11,19,3,0,18,19,0,2,592,14,7,36,2,5,24,85,38,99,6,21,3,14,17,0,0,0,16,0,11,2,0,0,15,1,113,237,0,1,0,14,881,389,2,0,0,0,17,13,32,6,0,315,83,2,1,90,5,2,571,758,45,13,1,11,471,0,8,0,10,4,2,219,743,316,0,1,64,202,242,23,231,0,3,48,0,0,36,109,22,4,0,0,0,850,5,0,387,0,104,505,1,189,5,9,0,0,0,0,9,1,0,0,7,432,2,0,14,42,258,0,108,69,11,0,25,955,0,58,0,4,14,0,0,11
D123,0,0,1,0,0,9,0,0,0,0,1,12,0,0,0,14,0,0,0,0,8,2,0,0,0,1,0,0,1,0,0,17,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,2,8,3,1,0,2,0,0,0,1,1,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,10,0,1,1,0,0,0,0,14,0,1,11,0,2,1,40,27,0,0,0,0,0,4,17,2,2,0,0,0,5,0,0,0,82,23,0,0,0,2,0,0,14,1,0,0,0,1,0,7,0,2,22,0,15,6,0,1,0,1,0,0,0,0,0,9,2,0,2,0,3,0,3,0,35,3,0,0,16,21,0,1,13,0,0,0,1,0,0,1,14,2,17,0,2,0,0,20,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,6,6,0,0,5,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,1,0,5,15,2,0,0,0,0,0,0,0,11,0,0,0,0,4,1,7,0,0,0,0,1,0,0,0,0,0,0,0,1,15,3,0,6,8,0,0,0,1,0,0,0,2,0,0,1,0,0,8,0,0,0,0,4,2,0,3,25,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,4,2,2,0,0,3,0,0,1,0,0,0,35,0,0,2,2,1,25,49,30,0,0,0,1,2,0,8,1,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,30,1,0,3,0,0,0,2,3,0,0,18,0,0,7,0,0,1,1,1,0,2,1,0,0,25,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,16,0,0,0,2,24,8,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,13,42,2,0,0,1,6,0,0,0,0,0,0,7,31,20,0,0,5,0,9,1,4,0,0,2,0,0,2,1,0,0,0,0,0,45,0,0,10,0,31,12,0,4,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,19,0,6,8,0,0,6,45,0,0,0,0,0,0,0,0
D124,139,4,1650,91,0,900,2,53,64,181,99,6060,6,57,15,5076,154,116,3,779,6865,880,0,0,2,2077,0,24,122,14,4,9649,9,84,11,28,1,2,513,1,0,19,1536,0,128,288,12,707,3324,1568,3808,1,111,172,0,247,2104,113,15,2,290,1941,0,10,0,0,18,3307,74,69,0,0,1,131,83,12,0,233,251,1,280,53,1253,27,224,19,3,0,36,16756,3728,0,145,1504,0,0,85,0,4512,0,120,6059,66,1721,1001,19991,7774,8,5,46,130,0,523,3680,1893,613,13,23,3,12066,30,0,426,23,43460,13,55,209,746,0,864,5204,1341,40,0,25,97,11,7373,80,796,7908,1255,5132,1969,1,39,159,3711,842,109,90,26,56,1310,320,5,4765,2,641,40,4295,29,18317,4516,105,0,3896,6047,16,43,11461,91,452,534,1253,14,357,5958,13573,5676,7693,821,218,43,30,13434,0,220,4,494,591,305,27,26,463,29,22,6,68,0,77,153,389,3,0,0,463,241,316,355,43,3177,2134,12,273,7193,277,57,33,0,5635,6,476,456,0,1,0,27,0,0,61,86,1661,10,991,7526,15,0,0,39,4,2,0,0,11369,218,36,27,0,2165,173,1372,0,0,2,207,10,0,0,6,119,3,56,29,908,2050,4895,277,9293,2769,14,248,0,230,0,13,1,2785,2535,5,434,279,5,7476,61,11,33,98,1456,121,0,685,2943,1507,1240,0,0,1001,39,584,195,0,694,6,1095,102,30,471,0,48,47,32,338,11,1143,266,1583,2520,5352,1,110,106,0,112,3972,159,12,38,15208,0,264,493,954,41,7032,21235,13328,2,129,17,1331,6792,270,3009,127,7,0,139,44,161,0,7,1137,654,3,2247,14,48,378,17,2567,122,7,2125,0,130,0,43,634,19,0,12248,255,51,5470,0,5,144,368,123,6,292,256,0,203,7447,133,78,77,90,179,1054,952,295,1625,39,145,110,382,114,0,0,57,1079,1,414,112,0,5,248,65,1083,4833,0,1,0,188,14784,6822,123,101,0,1,119,126,314,40,0,5489,1654,44,15,1738,494,61,9558,21312,1015,429,23,262,10468,17,27,8,76,135,101,4699,20113,5177,6,11,3156,3257,1918,536,2388,4,36,924,0,10,820,876,751,11,1,1,10,22826,36,1,4209,0,4679,8719,8,4778,20,33,0,14,0,1,103,13,12,0,167,8793,10,0,278,1859,2816,0,1373,2429,61,0,467,15592,6,829,1,40,63,0,26,393
D125,0,0,9,0,0,0,1,3,0,0,0,10,0,0,0,9,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,1,3,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,42,5,0,0,10,0,0,0,0,2,0,0,12,0,1,3,21,11,0,0,0,0,0,1,4,2,6,0,0,0,22,0,0,1,0,13,56,0,0,1,0,0,5,0,0,0,0,0,0,4,0,1,25,1,0,9,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,4,0,14,16,0,0,18,6,0,0,13,0,0,0,0,0,0,12,8,2,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,3,3,1,7,1,0,0,0,0,0,0,0,5,2,0,0,0,0,6,0,0,0,1,0,0,0,1,5,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,6,3,0,0,35,0,0,0,0,0,14,43,13,0,0,0,2,6,0,4,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,2,0,0,0,0,4,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,24,1,0,0,2,2,0,7,13,1,0,0,0,13,0,0,0,0,0,0,2,38,15,0,0,2,2,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,46,0,0,7,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,1,0,1,9,0,0,2,26,0,7,0,0,0,0,0,1
D126,9,0,6,2,0,19,0,8,0,0,0,129,0,1,0,105,0,0,0,21,84,14,0,0,0,81,0,2,0,0,0,146,0,0,0,5,0,0,7,0,0,0,43,0,0,1,0,1,26,88,22,0,3,2,0,10,4,1,0,0,3,17,0,0,0,0,0,14,0,5,0,0,0,5,2,0,0,1,3,0,4,1,15,2,4,0,0,0,0,159,38,0,8,9,0,0,2,0,4,0,0,51,0,11,5,439,171,0,0,1,0,0,10,81,40,16,0,0,0,71,0,0,11,0,55,0,592,0,11,0,18,67,33,0,0,2,0,0,172,9,18,78,23,19,10,1,0,2,62,3,1,0,2,0,19,2,1,14,0,5,1,28,0,237,28,0,0,19,149,0,1,122,0,0,9,51,0,1,38,24,43,68,15,5,2,1,284,0,1,0,12,9,5,0,1,4,0,0,0,2,0,1,0,2,0,0,1,8,1,8,5,0,28,34,1,4,31,5,2,1,0,25,0,21,4,0,0,0,2,0,0,0,0,14,0,6,68,1,0,0,1,0,0,0,0,92,2,0,2,0,2,4,52,0,0,0,0,0,0,0,0,0,0,0,4,5,67,46,3,25,5,0,6,0,9,0,0,0,29,19,0,6,0,0,34,0,0,3,0,47,0,0,41,72,16,17,0,0,45,2,18,1,0,10,0,10,4,11,12,0,0,10,0,11,0,8,11,15,9,10,0,0,2,0,2,140,3,0,4,238,0,1,4,16,0,130,372,140,0,3,0,18,110,5,13,2,0,0,1,0,0,0,0,19,0,0,64,0,1,9,0,148,0,0,22,0,4,0,2,11,0,0,129,4,0,3,0,0,0,1,0,0,3,0,0,4,286,7,0,4,1,3,6,47,14,27,1,0,3,4,0,0,0,0,9,0,2,3,0,0,5,2,10,149,0,0,0,3,301,99,0,0,0,0,0,1,17,0,0,178,34,0,0,17,6,0,172,199,26,2,0,5,101,0,2,0,3,12,1,20,191,45,0,0,6,37,12,7,49,0,0,11,0,0,10,9,1,0,0,0,1,207,0,0,118,0,68,174,0,22,0,1,0,0,0,0,1,0,0,0,3,151,0,0,1,16,86,0,3,13,1,0,5,279,0,9,0,1,7,0,0,2
D127,5,0,38,0,0,52,0,2,1,2,4,64,0,1,0,72,0,0,0,24,123,55,0,0,0,20,0,0,2,0,0,181,0,0,0,0,0,0,0,0,0,0,7,0,2,6,0,26,65,8,27,0,4,0,0,0,27,5,0,0,3,39,0,0,0,0,1,89,1,0,0,0,0,3,0,0,0,12,1,0,2,0,7,0,2,1,0,0,0,260,69,0,6,11,0,0,1,0,120,0,2,109,1,12,20,335,185,2,0,0,1,0,10,99,17,5,0,1,0,121,0,0,13,0,209,0,0,674,3,0,14,94,27,0,0,0,4,0,46,7,27,170,20,95,36,0,1,4,17,19,2,4,1,0,25,1,1,50,0,7,1,47,3,235,33,0,0,93,128,1,0,134,1,4,7,8,0,12,68,121,90,191,12,9,0,1,212,0,9,0,2,9,5,0,0,17,0,1,0,0,0,1,0,9,0,0,0,6,5,1,1,0,23,24,0,4,95,5,3,1,0,178,0,1,21,0,0,0,1,0,0,3,6,13,1,16,28,1,0,0,1,0,0,0,0,104,4,0,1,0,23,2,40,0,0,0,5,0,0,0,0,1,0,0,0,21,16,40,1,78,71,1,3,0,0,0,0,0,49,14,0,9,3,0,89,5,0,0,0,14,1,0,10,62,14,23,0,0,2,0,18,5,0,11,0,11,4,0,2,0,1,1,0,8,0,16,18,32,46,63,0,3,8,0,1,31,2,1,3,231,0,2,15,20,2,155,400,173,0,1,0,5,80,3,48,0,0,0,4,1,8,0,1,29,5,0,19,1,2,9,0,116,3,0,40,0,10,0,0,6,0,0,240,4,1,33,0,0,1,20,2,0,12,3,0,1,73,1,4,0,2,3,4,4,3,18,0,0,1,19,0,0,0,0,12,0,2,3,0,1,3,1,16,69,0,0,0,0,103,98,1,1,0,0,11,1,4,0,0,78,9,0,0,22,5,0,95,282,32,4,0,1,174,0,1,0,1,5,1,83,275,148,0,0,45,46,13,32,26,0,2,7,0,0,2,11,4,0,0,0,0,377,1,0,105,0,159,82,0,136,0,0,0,0,0,0,8,0,0,0,3,90,0,0,6,39,80,0,48,49,0,0,11,271,0,19,0,1,2,0,1,2
D128,14,0,166,73,0,237,0,78,3,15,41,2455,0,1,0,512,82,1,0,101,542,102,0,0,1,1837,0,1,4,18,1,1898,3,7,9,17,0,0,125,1,0,1,460,0,28,78,1,17,641,572,425,3,101,111,0,85,22,29,0,0,46,147,0,0,0,0,1,373,2,25,0,1,0,41,72,14,0,42,94,0,112,9,227,34,17,2,2,0,4,2649,481,0,156,19,0,0,19,0,256,0,3,1344,5,82,22,6094,3450,0,15,37,23,0,82,2323,1118,373,2,8,1,2873,4,0,37,2,746,1,11,3,10323,0,83,1216,362,6,0,1,37,0,2737,131,137,1308,376,349,140,1,3,26,899,66,17,19,4,2,893,8,1,1347,0,193,5,1125,1,3452,1113,123,0,375,3031,0,28,3216,4,12,72,1073,6,222,493,773,1121,1501,291,6,61,8,4573,0,87,0,114,30,106,3,13,45,5,22,0,86,0,9,28,145,0,0,2,95,42,39,77,4,1327,712,2,59,657,28,29,15,0,119,0,290,84,0,0,0,5,0,0,6,6,172,1,12,2205,35,0,0,10,3,0,0,0,2303,81,8,5,0,388,99,705,0,0,4,65,6,0,0,0,7,0,6,8,53,2595,1797,65,2211,1466,11,31,0,90,0,5,0,686,515,0,17,47,1,1697,10,12,11,2,1454,35,0,569,673,424,203,0,0,346,8,85,1,0,103,3,312,31,48,198,0,4,31,3,57,1,311,381,296,500,948,0,15,65,0,28,1309,48,2,83,4300,1,38,91,126,14,2595,6908,2096,0,19,1,152,2549,141,53,166,5,0,24,7,1,0,3,361,45,3,1269,3,5,301,5,2447,3,5,453,0,26,0,18,82,5,0,1708,227,11,809,1,5,10,26,26,0,74,10,0,18,1494,123,34,9,17,41,49,124,187,270,23,32,37,76,33,0,0,19,244,0,49,15,0,1,85,6,535,1006,0,0,0,45,4235,1581,21,12,0,0,13,6,268,14,0,1326,460,4,2,137,34,2,3798,5178,855,3,7,57,2586,0,14,1,17,38,32,1267,2300,684,0,0,335,655,548,25,1604,0,8,142,0,2,138,207,137,4,0,0,3,3984,11,0,1247,0,928,3199,1,724,5,8,0,3,0,0,18,0,0,1,28,2420,3,0,6,85,1027,0,75,420,8,0,254,3888,1,48,0,8,29,0,1,22
D129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D130,11,0,115,9,0,36,0,18,15,4,0,473,0,1,1,457,7,5,0,12,327,72,0,0,0,605,0,0,7,1,0,445,0,3,0,68,0,0,30,0,0,0,417,0,15,14,0,37,62,673,318,0,12,38,0,103,131,8,0,0,15,121,0,2,0,0,1,200,7,6,0,0,0,4,8,2,0,23,12,0,26,4,204,6,24,0,0,0,11,1285,853,0,55,56,0,0,10,0,122,0,7,115,21,131,116,1670,311,2,1,5,1,0,61,291,165,71,1,0,1,1195,4,0,112,0,864,0,18,14,83,0,3598,491,310,16,0,0,2,0,1469,12,49,539,93,570,224,1,3,7,702,14,2,3,1,5,90,14,3,200,0,18,8,227,4,1391,78,2,1,204,420,0,3,1314,7,2,6,403,6,76,312,909,109,204,33,42,67,3,823,0,4,2,41,3,40,6,11,115,3,2,1,11,0,1,1,42,0,0,1,21,16,36,31,4,212,116,5,3,345,0,18,2,0,359,0,99,36,0,1,0,7,0,0,4,4,44,1,54,301,1,0,0,3,0,0,0,0,429,88,3,0,0,32,8,127,0,0,0,22,2,0,0,0,21,0,1,43,86,193,473,30,269,48,1,53,0,50,0,0,0,522,230,0,17,0,0,564,11,2,7,0,294,3,0,144,235,65,73,0,0,408,2,45,20,0,165,0,186,9,24,219,0,3,34,4,57,2,139,33,28,444,256,0,8,4,0,5,1420,8,0,10,1009,0,4,151,115,0,391,764,530,1,32,0,103,481,26,116,6,1,0,9,3,5,0,1,15,127,0,416,3,7,98,0,250,0,0,92,0,3,0,10,59,0,0,658,43,8,287,0,0,17,25,9,0,14,10,0,23,1491,37,12,82,2,0,37,243,58,144,3,22,3,16,17,0,0,2,38,1,10,0,0,0,14,10,266,417,0,0,0,23,1597,827,3,0,0,0,13,24,92,4,0,913,248,4,5,91,8,3,849,768,22,19,0,20,921,0,16,0,10,8,6,316,1562,640,0,0,133,174,614,58,155,1,4,41,0,1,58,193,67,15,0,0,1,1028,3,0,688,0,124,1312,0,222,9,21,0,2,0,0,0,0,0,0,9,646,0,0,12,27,189,0,194,240,34,0,49,1943,3,103,0,3,9,0,2,34
D131,96,0,1131,372,0,930,3,718,21,135,210,12075,3,5,5,4609,419,30,1,893,6992,756,0,0,1,3088,0,84,58,70,8,9860,6,145,2,182,1,0,271,1,3,17,2684,0,309,513,10,166,4711,4666,2218,8,533,200,2,91,518,263,3,1,188,1148,0,3,6,0,9,3498,61,62,0,0,4,127,182,5,0,159,165,0,386,72,964,32,230,4,4,0,11,16640,3218,0,1037,478,1,0,90,0,5349,0,44,6113,41,836,2135,42187,14806,0,18,101,41,0,547,6980,2830,2480,17,31,3,12771,15,0,281,14,5204,5,67,94,1216,0,491,55251,1551,58,0,85,225,2,7194,464,915,8917,1022,4799,2121,2,75,257,3793,654,171,48,32,29,4567,565,25,7500,11,678,15,6053,11,24313,6098,155,1,3234,6473,6,80,10680,37,265,371,1907,23,848,7499,6680,9579,10720,1467,235,92,28,16713,0,130,2,531,736,515,12,43,316,18,110,44,99,0,163,240,900,8,0,11,343,223,616,353,17,5944,3312,24,473,2923,384,95,14,0,1959,6,1341,377,0,5,0,33,0,0,26,73,1593,7,333,13364,149,0,0,100,8,1,0,0,11879,326,31,32,0,1902,877,2217,0,1,5,404,23,0,0,4,64,7,200,7,612,6408,6266,208,5090,6057,12,317,0,199,0,30,0,2549,1562,3,402,155,2,7608,76,31,100,50,5050,237,0,1226,7878,1544,2343,0,0,1064,157,1130,13,0,730,21,1189,134,35,765,0,62,55,39,684,3,1449,3023,1347,1985,5701,0,182,440,0,213,5901,440,17,530,26967,0,177,1017,1428,45,17073,36119,24930,2,224,6,806,9220,354,1491,173,31,0,208,15,42,1,35,2207,554,15,2858,47,82,576,8,11066,53,17,4290,0,197,0,64,945,14,0,15685,434,37,5321,6,9,201,247,96,17,298,92,0,143,11077,458,36,141,51,154,617,790,1017,3883,119,326,251,646,268,0,1,46,826,1,191,568,0,12,407,20,2493,2254,1,0,0,418,21091,8068,129,279,1,1,111,44,586,84,0,6358,1064,12,47,472,387,32,10160,29766,2970,80,115,189,6873,6,35,4,31,232,130,7086,15656,5777,4,20,1523,2230,2076,316,2597,3,25,1485,5,12,779,567,628,23,7,0,12,23918,109,4,3974,0,6684,14912,3,2993,26,17,3,4,0,5,189,11,5,1,74,15946,7,0,23,4155,8791,0,1009,1912,47,0,1304,12590,5,322,0,46,101,0,13,145
D132,70,0,253,121,1,368,0,193,28,19,15,4064,0,2,7,1717,84,10,0,156,660,406,0,0,0,1817,0,5,12,28,4,2547,3,10,9,80,0,2,30,0,0,2,1146,0,80,89,1,39,408,1259,825,1,99,35,0,452,182,94,5,0,128,296,0,1,0,0,6,413,9,49,0,1,1,27,40,5,0,128,63,0,78,32,588,39,37,6,0,0,21,3697,2649,0,581,27,0,1,102,0,298,0,19,887,71,183,359,9797,1732,2,1,37,3,0,197,2680,1649,697,14,8,1,3435,31,0,148,1,1341,0,33,27,362,0,310,1551,14578,12,0,1,12,1,4913,71,177,2256,422,786,421,1,9,44,1147,44,19,34,14,18,277,33,9,1428,2,97,27,1464,9,8130,584,47,0,597,3212,2,20,4749,9,19,72,1290,4,401,1585,1079,1239,967,306,83,53,2,4555,0,90,12,259,38,143,9,11,106,7,1,0,86,0,15,10,117,1,0,2,276,61,114,87,7,2444,1217,2,18,529,13,65,97,0,537,1,432,131,0,0,0,22,0,0,15,7,255,7,51,995,4,0,0,82,9,0,0,0,2061,303,7,17,0,327,137,660,0,0,2,28,2,0,3,1,8,4,9,54,66,780,2140,29,1285,680,27,150,0,296,0,6,1,1308,471,0,64,48,0,2157,60,15,28,1,1813,18,0,1289,854,344,100,0,0,776,19,251,18,0,270,1,526,20,68,128,0,17,123,22,188,0,422,484,293,876,1049,0,13,56,0,45,2641,129,1,47,6383,0,51,310,179,4,2295,5693,3291,2,127,0,195,2279,331,143,94,7,0,98,10,11,0,34,269,210,7,1928,7,57,323,0,2980,7,2,169,1,10,0,8,177,10,0,4855,60,81,715,0,0,44,31,20,5,48,17,0,63,3886,115,97,47,26,60,164,713,372,1242,33,148,32,153,106,0,0,4,108,0,19,17,0,0,48,7,541,1563,0,1,0,92,6209,3042,7,5,1,0,44,131,1033,122,0,2353,1516,9,1,445,20,49,5203,3813,285,20,9,174,2350,0,46,2,35,63,30,863,4187,1711,1,4,382,626,988,121,2279,0,5,344,0,0,533,417,89,23,0,0,6,5019,10,0,3469,0,1022,3098,3,864,3,39,0,3,0,0,8,6,0,1,119,4172,1,0,10,253,721,0,316,426,73,0,480,7301,7,182,0,10,224,0,3,51
